account,company_name,industry,sub_industry,workflow_pattern,classification_source,confidence,ltv,mrr,users,account_age_days,annual_sales,qb_customers,health_score,total_events,invoices,estimates,opportunities,activities,industry_account_count,industry_avg_ltv,industry_median_ltv,industry_total_ltv,industry_avg_users,industry_median_users,industry_avg_mrr,industry_median_mrr,industry_avg_invoices,industry_avg_estimates,industry_avg_opportunities,industry_avg_activities,sub_account_count,sub_avg_ltv,sub_median_ltv,sub_avg_users,sub_median_users,sub_avg_mrr,sub_avg_invoices,sub_avg_estimates,sub_avg_opportunities,sub_avg_activities,website,description,product_types,product_complexity,mwd_vertical,sector,signup_date,qbo_industry
uatllc,UAT LLC,Other,Unclassified,transactional,unclassified,,5727.5,,2.0,,0,4585.0,43.0,269,169,100,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Wholesale Trade,2017-01-26,
fjsproductionsllc,"FJS PRODUCTIONS, LLC",Services,Event Production,transactional,manual_verification,medium,6436.77,180.0,6.0,,2109264,3231.0,75.0,6739,2176,0,0,4563,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,1.0,6436.77,6436.77,6.0,6.0,180.0,2176.0,0.0,0.0,4563.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,Retail Trade,2017-01-18,
cityfloral,City Floral,Consumer Goods,Jewelry,transactional,llm_classification,medium,34744.5,560.0,22.0,0.0,1417160,801.0,54.0,16163,3709,0,0,12454,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,,"Denver's oldest remaining greenhouse, established 1911. Only full-service year-round garden center within Denver city limits. Founded by Lammermann family for cut flower production. Growing facilities now in Golden, CO (purchased early 90s). 1440 Kearney St, Denver, CO.","Annuals, perennials, herbs, vegetables, houseplants, trees and shrubs, florist services, gift shop, gardening equipment. GreenHouse.shop online plant store. Historic cut flowers: carnations, roses, snapdragons, iris, tulips, poinsettias, chrysanthemums.","Medium-High - Full-service garden center requiring plant care expertise, seasonal inventory management, florist services, online delivery (Denver metro), greenhouse growing operations, tree nursery management, year-round operations.",Retail,Retail,2017-01-11,Retail
atlanticgraphics,"Atlantic Graphic Systems, Inc",Industrial,Printing Equipment,quote_driven,manual_verification,high,24755.0,400.0,9.0,0.0,5850015,2872.0,58.0,1403,0,1053,350,0,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,24755.0,24755.0,9.0,9.0,400.0,0.0,1053.0,350.0,0.0,,"Established 1976, mid-Atlantic USA. 45+ years trusted supplier of quality new/certified pre-owned printing machinery. Factory trained service staff highly proficient in operation, mechanical/electronic repair. Serves mid-Atlantic graphics community with new/refurbished machinery, consumables, technical support.","New/certified pre-owned printing equipment: Epson printing equipment, Vanguard Digital Printing Systems VR6D-HS Flatbed LED UV printer, Xante Corporation (envelope printers, small format UV flatbeds), Komori presses/finishing pieces. Bindery/finishing equipment, material handling, paper cutting, press peripherals. Consumables, technical support.","High - 45+ years printing machinery expertise, new/certified pre-owned equipment requiring inspection/certification, multi-brand distribution (Epson/Vanguard/Xante/Komori), factory trained service staff, mechanical/electronic repair capabilities, mid-Atlantic regional operations, diverse equipment categories (printing/bindery/finishing/cutting).",Manufacturing (MWD),sales_manufacturers-rep,2016-11-01,
elecraft7,"Elecraft, Inc.",Technology,Amateur Radio Equipment,mixed,manual_verification,high,50690.0,,19.0,3435.0,1941267,43069.0,50.0,2399,0,0,0,2399,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,1.0,50690.0,50690.0,19.0,19.0,,0.0,0.0,0.0,2399.0,,"Founded 1998 in Watsonville, CA by Wayne Burdick and Eric Swartz. Produces demanding, high-performance radio equipment for DX'ers, contesters, portable, mobile operators. First product K2 transceiver prototyped October 1997.","K-Line (K4 flagship transceiver, KPA1500 1500W amplifier, KPA500 amp/KAT500 antenna tuner), KX-Line (KX2 world's smallest full-featured transceiver with 10W output, KX3, PX3 panadapter, KXPA100 100W amplifier), Classic K2 (only full-featured desktop radio in 100% kit form).","Very High - High-performance amateur radio equipment with complex RF engineering. Available as kits requiring assembly expertise. Full-featured transceivers with built-in battery, antenna tuner, panadapters. Demanding technical specifications.",Manufacturing (MWD),Manufacturing,2016-07-19,manufacturing
vis2,NEPEAN Transport Equipment,Industrial,Janitorial Supplies,quote_driven,manual_verification,medium,54695.0,620.0,17.0,0.0,1852686,8935.0,42.0,2434,0,328,89,2017,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,54695.0,54695.0,17.0,17.0,620.0,0.0,328.0,89.0,2017.0,,"Australia's leading provider of automated wheel polishing, suspension, and brake roller testing equipment for heavy-duty trucks, buses, and trailers. Over 25 years experience. Part of NEPEAN Group, world leader in mining equipment and engineering.","VIS-Check (heavy vehicle roller brake/steering/suspension testing equipment), VIS-Polish (robotic wheel polishing system for mirror finish), Kessler OEM Mining axle and transmission parts (authorized distributor). Regulatory compliance equipment.","Very High - Advanced vehicle inspection technology meeting regulatory authority standards. On-site training and technician certification. Technical services include calibration, repairs, refurbishment, and maintenance support.",Manufacturing (MWD),Manufacturing,2016-06-28,Manufacturing
racecardynamicsofarizonainc,"Race Car Dynamics of Arizona, Inc.",Furniture,Furniture,mixed,llm_classification,medium,12830.0,,2.0,,0,1154.0,30.0,2250,0,0,0,2250,16,13490.53,10213.0,215848.42,5.12,5.0,379.6,312.0,569.12,965.19,261.12,2519.56,12.0,10104.38,7122.5,4.42,4.0,298.0,486.5,850.58,97.17,968.25,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Wholesale Distribution and Sales,2016-04-19,Wholesale Distribution and Sales
modcycles,MOD Cycles Corp.,Automotive,Powersports Parts,mixed,manual_verification,high,10195.0,130.0,4.0,,1121649,4645.0,25.0,21217,0,0,0,21217,8,14741.75,13346.5,117934.0,6.12,6.0,395.6,427.0,903.12,469.62,191.0,8311.0,1.0,10195.0,10195.0,4.0,4.0,130.0,0.0,0.0,0.0,21217.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Wholesale/Distribution,2016-04-04,Wholesale/Distribution
leontineserver,"Leontine Linens, Ltd.",Consumer Goods,Jewelry,crm_pipeline,llm_classification,medium,40157.0,637.0,13.0,0.0,2474109,38406.0,80.0,7104,0,34,201,6869,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,,"Founded 1996 by Jane Scott Hodges. Luxury custom-made linens for bed, bath, table. American-made, hand-sewn, produced in USA, ships from Kentucky studio. 10-12 week delivery. Showroom: 3806 Magazine St, New Orleans.","Bespoke bed linens (custom-sized sheeting, blanket covers, duvet covers, bed skirts, box spring covers, quilts, decorative shams), bath and table linens. Percale and sateen from finest Supima cotton (breathable, long-lasting, pill-resistant).","High - Completely custom, made-to-order luxury linens, hand-sewn in USA, unparalleled design services, premium Supima cotton sourcing, 10-12 week custom production timeline, phone/email ordering only.",Retail,Retail,2015-07-23,retail
proav,Pro AV (Professional Audio Visual Ltd.),Food & Beverage,Spirits,quote_driven,llm_classification,medium,13820.0,,3.0,,1435862,5537.0,56.0,1113,0,962,151,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,"Professional Audio Visual Ltd. Regina, Saskatchewan, Canada. In audio-visual industry since 1983. Started primarily as service business offering repair/installation of audio visual equipment. 40+ years AV industry experience.","Audio visual equipment: repair, installation, sales. AV equipment service for events/corporate. Audio visual solutions for various applications.","High - 40+ years AV industry expertise (since 1983), audio visual equipment repair/installation/sales, Regina Saskatchewan operations, service business heritage, corporate/event AV solutions, Canadian AV market specialization, equipment installation expertise.",Retail,Electronics and Appliance Stores,2015-07-13,
brechtel,"Brechtel Manufacturing, Inc.",Services,Professional Services,quote_driven,llm_classification,medium,9205.8,,3.0,,127550,1633.0,32.0,437,0,331,106,0,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,12.0,8097.78,3776.5,5.42,4.0,344.75,379.0,87.67,98.25,1793.25,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2015-03-10,Manufacturing
vmgindustries,VMG Industries Inc,Food & Beverage,Spirits,crm_pipeline,llm_classification,medium,9720.9,,2.0,,6698,629.0,59.0,48,0,0,48,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2015-02-08,manufacturing
methodmobility,MOBILITY PLUS VA LLC,Other,Unclassified,crm_pipeline,unclassified,,20440.0,,5.0,,5111513,11065.0,47.0,150,0,0,150,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,"Founded 2007. VA-approved provider serving disabled veterans and aging Americans with disabilities for 15+ years. Serves VA patients and government employees. Relationships with top US mobility equipment manufacturers. Multiple locations. Complete sales, service, rental options. Prompt delivery, fair prices.","Comprehensive mobility equipment: power wheelchairs, manual wheelchairs, mobility scooters, lift chairs/recliners, stair lifts, platform lifts, hospital beds, walkers/rollators, patient lifts, scooter lifts for vehicles, ramps/accessibility equipment, bathroom safety products. Purchase and rental options. Top manufacturer partnerships.","High - VA-approved provider status (15+ years), Department of Veterans Affairs partnership, comprehensive mobility equipment portfolio, sales/service/rental tri-service model, top US manufacturer relationships, multi-location operations, aging Americans/disabled veterans specialization, government employee serving, accessibility equipment expertise.",Retail,Medical equipment and supplies stores,2015-01-25,
aw,"Appalachian Woods, LLC",Construction & Building,Flooring,quote_driven,llm_classification,medium,12288.0,,4.0,,713995,13113.0,51.0,1046,0,42,16,988,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,12.0,14053.58,10213.9,8.83,7.5,608.17,1377.75,476.08,306.92,5137.58,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2015-01-07,manufacturing
idsheat,"Integrated Design and Supply, Inc.",Other,Unclassified,quote_driven,unclassified,,6369.0,,2.0,,3538045,1695.0,61.0,459,0,346,113,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),wholesale_distribution,2014-12-15,wholesale_distribution
ntgproducts,"National Tool Grinding, Inc.",Industrial,Netting Products,quote_driven,manual_verification,high,31132.0,,8.0,,6973055,50840.0,36.0,4094,2010,2084,0,0,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,31132.0,31132.0,8.0,8.0,,2010.0,2084.0,0.0,0.0,,"Established 1951, Erie, PA. Specializes in centerless grinding and tool grinding services. General machining job shop also supplies carbide cutting tools. Fast turnaround times, high-quality service. BBB accredited.","Centerless grinding services (.06 to 12 inch diameters, up to 20 feet lengths), tool grinding, exotic materials grinding (inconel, monel, stellite), welding and metal fabrication, carbide cutting tools supply, packaging and handling services. Serves plastics, automotive, aerospace, construction industries. Precise tolerances and finishes.","High - Exotic materials expertise (inconel, monel, stellite), precision centerless grinding requiring tight tolerances, 70+ years specialized experience, wide diameter/length ranges, diverse industry applications, fast turnaround capabilities.",Manufacturing (MWD),Manufacturing,2014-09-10,Manufacturing
keybusinesssolutions,Key Business Solutions,Technology,Office Equipment/Supplies,mixed,manual_verification,medium,45600.0,,12.0,0.0,1386084,6693.0,42.0,4638,0,0,0,4638,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,1.0,45600.0,45600.0,12.0,12.0,,0.0,0.0,0.0,4638.0,,"MULTIPLE ENTITIES FOUND: (1) IT Services & Data Analytics, (2) Software Development & Consulting (founded 1999, Fortune 1000 clients), (3) FinTech Provider (KeyKiosk, KeyPOS, KeyRemit), (4) Mailroom Solutions - 360KBS (30+ years, postage machines), (5) SAP ERP Solutions (Australia). Specific entity requires verification.",PENDING - Varies by entity from data analytics to mailroom equipment to financial kiosks,PENDING - Requires entity identification,Wholesale and distribution services (MWD),Office Equipment Merchant Wholesalers,2014-06-11,OtherNone
bham,Gearharts Fine Chocolates,Food & Beverage,Craft Beer,transactional,llm_classification,medium,3840.0,,1.0,,559896,3188.0,59.0,2037,871,0,0,1166,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,13.0,6274.6,4576.0,2.69,2.0,342.0,352.46,189.85,31.31,585.62,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Retail,retail_online_commerce,2014-06-11,retail_online_commerce
msf,Market Street Fundraising,Other,Unclassified,crm_pipeline,unclassified,,4902.0,,2.0,,68724,1490.0,64.0,869,0,0,25,844,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Wholesale Trade,2014-04-10,
weightechusa,Weightech USA LLC,Technology,Software/Technology,crm_pipeline,llm_classification,medium,8788.0,,4.0,,755022,4533.0,59.0,1664,0,124,396,1144,21,21170.08,7220.0,444571.62,10.1,5.0,1088.5,385.5,34.29,1004.1,241.38,2319.62,13.0,9026.4,7220.0,5.0,4.0,340.67,47.92,365.0,138.15,211.85,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),WholesaleDistributionandSales,2014-03-27,RetailSummary
microdairydesigns,MicroDairy Designs LLC,Construction & Building,HVAC,transactional,llm_classification,medium,7200.0,,3.0,,1479402,3762.0,56.0,1402,523,0,0,879,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,9.0,5115.7,2476.0,3.56,3.0,245.0,805.78,117.89,23.67,668.67,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2013-08-29,Manufacturing
