Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Employees,Customers,Sign Up Date,Cancellation Date
NextStepSchool,,cancelling this account to create another one.,0.7,,0.0,0.0,2013-06-08,2013-06-29
SpecialOlympicsIdaho,,not interested,0.4,,5.0,4920.0,2013-06-07,2013-06-19
mdtk17hotmailcom,Non-payment,No response to hold,3.9,,0.0,0.0,2013-06-07,2013-10-05
MillenniumTechnologyGroupLLC,,Starting another trial period,1.8,,30.0,36.0,2013-06-07,2013-08-02
ROOTSWorshipArtsAcademy,,not interested.,1.1,,33.0,237.0,2013-06-07,2013-07-09
Deslog,,"Does not meet my needs at this time.
Thank you",0.8,,0.0,0.0,2013-06-06,2013-07-01
MethodLogic,Non-payment,No response to hold,1.9,,0.0,2.0,2013-06-06,2013-08-03
Blingstar,Non-payment,No response to hold,1.9,,0.0,0.0,2013-06-06,2013-08-03
USBMEDIA,Non-payment,No response to hold,1.9,,2.0,14.0,2013-06-06,2013-08-03
planandrecover,,"Thank you for the free demo.  Although Method CRM appears to be a powerful tool, it wasn't quite what we were looking for in terms of communicating with our customers directly rather than just recording those interactions.  Again, thank you for the demo.",1.8,,0.0,1.0,2013-06-06,2013-08-01
AllPrideServices,,doesn't fit needs,0.2,,10.0,78.0,2013-06-05,2013-06-12
Chimera3PL,,excellent capabilities but too pricey for my startup. Have three people and can get CRM for free with that many people. Will head back when we have grown,0.9,,0.0,3.0,2013-06-05,2013-07-01
DiakoffTutors,,When I signed up for the free trial I hadn't yet finalized the name of the business - for that reason I am cancelling the trial and signing up again with the correct business name.,0.5,,0.0,1.0,2013-06-05,2013-06-21
LCPMachine,,selected a different solution,1.8,,15.0,140.0,2013-06-05,2013-07-30
MethodTraining,Non-payment,No response to hold,1.9,,0.0,3.0,2013-06-05,2013-08-03
QUADUBYAWindowCleaning,Non-payment,No response to hold,1.9,,0.0,8.0,2013-06-05,2013-08-03
GPIS,Non-payment,No response to hold,1.9,,0.0,2.0,2013-06-05,2013-08-03
orchardgold77,Non-payment,No response to hold,1.9,,1.0,428.0,2013-06-05,2013-08-03
EVG,,Good idea but I do not like the UI,1.0,,1.0,37.0,2013-06-04,2013-07-05
RendertimeStudios,,Need Social Integration,0.7,,2.0,4.0,2013-06-04,2013-06-25
TheFidelisGroupLLC,,We require a simpler based service.,1.4,,11.0,80.0,2013-06-04,2013-07-16
ELECTRONICBUSINESSSOLUTIONS,,OPENED ANOTHER ACCOUNT,1.2,,5.0,57.0,2013-06-04,2013-07-12
shiptoshore,,Not needed at this time,0.9,,4.0,1377.0,2013-06-04,2013-07-02
Essam,Non-payment,No response to hold,2.0,,0.0,1.0,2013-06-04,2013-08-03
webmaster813,Non-payment,No response to hold,2.0,,0.0,2.0,2013-06-04,2013-08-03
troyallenco,,Our small business cannot justify paying for these services at this time.,0.9,,0.0,7.0,2013-06-03,2013-07-01
GoldenHill,,Not what I was looking for,1.1,,4.0,234.0,2013-06-03,2013-07-05
rhodesplumbing,Non-payment,No response to hold,2.0,,0.0,1.0,2013-06-03,2013-08-03
OEI,Non-payment,No response to hold,2.0,,1.0,8.0,2013-06-03,2013-08-03
WaveSci,Non-payment,No response to hold,2.0,,5.0,29.0,2013-06-03,2013-08-03
ediMEDS1,Non-payment,No response to hold,2.0,,20.0,227.0,2013-06-03,2013-08-03
DAWCRM,Non-payment,No response to hold,1.9,,0.0,4.0,2013-06-02,2013-07-30
theplatingcompany,Non-payment,No response to hold,1.9,,0.0,18.0,2013-06-02,2013-07-30
LawnsharksMowing,Non-payment,No response to hold,1.9,,4.0,9.0,2013-06-02,2013-07-30
USPave,,going with saasphalt,1.6,,3.0,53.0,2013-06-01,2013-07-19
AvaFamily,Non-payment,No response to hold,1.9,,0.0,22.0,2013-06-01,2013-07-30
CreativePool,,not interested at this time,1.1,,1.0,36.0,2013-05-31,2013-07-02
AtlantaStumpRemoval,Non-payment,No response to hold,2.0,,2.0,28.0,2013-05-31,2013-07-30
BrownandCampbellCPAs,Non-payment,No response to hold,2.0,,1.0,2.0,2013-05-31,2013-07-30
Westpak,Non-payment,No response to hold,2.0,,0.0,0.0,2013-05-31,2013-07-30
NavToolInc,Non-payment,No response to hold,2.0,,2.0,1428.0,2013-05-31,2013-07-30
RecognitionMedia,Non-payment,No response to hold,2.0,,0.0,47.0,2013-05-30,2013-07-30
CollectiveForm,Non-payment,No response to hold,2.0,,0.0,18.0,2013-05-30,2013-07-30
BeforeAndAfterLandscapes,Non-payment,No response to hold,2.0,,1.0,13.0,2013-05-30,2013-07-30
MichiganCommercialFitness,Non-payment,No response to hold,2.0,,0.0,1.0,2013-05-30,2013-07-30
PoseidonPlumbingInc,Non-payment,No response to hold,1.9,,0.0,15.0,2013-05-30,2013-07-26
Texcom,,I don't need the service right now.,1.5,,0.0,11.0,2013-05-29,2013-07-14
SpiralLightCandle,Non-payment,No response to hold,1.9,,9.0,216.0,2013-05-29,2013-07-26
AMHPLLC,,to hard to use,1.0,,10.0,265.0,2013-05-28,2013-06-28
defineCRM,Non-payment,No response to hold,1.9,,0.0,3.0,2013-05-28,2013-07-26
GeckoProducts,Non-payment,No response to hold,1.9,,5.0,1207.0,2013-05-28,2013-07-26
QboV2Template,Non-payment,No response to hold,3.0,,2.0,3.0,2013-05-28,2013-08-27
mwfsiiillc,Non-payment,No response to hold,1.9,,7.0,38.0,2013-05-28,2013-07-26
firehawk,Non-payment,No response to hold,1.9,,7.0,1051.0,2013-05-28,2013-07-26
StediHospitality,Non-payment,No response to hold,1.9,,2.0,56.0,2013-05-28,2013-07-26
kytank,,Method is too robust for the size of my business.,1.0,,5.0,1504.0,2013-05-28,2013-06-27
HippocraticSolutionsLLC,,not needed right now,1.1,,16.0,29.0,2013-05-27,2013-06-28
fawzealbadan,Non-payment,No response to hold,2.0,,0.0,0.0,2013-05-27,2013-07-26
iqbs2,Non-payment,No response to hold,2.0,,0.0,2.0,2013-05-27,2013-07-26
LASEREYECENTEROFSILICONVALLEY,Non-payment,No response to hold,2.0,,0.0,3.0,2013-05-26,2013-07-26
GS,,"Trial on,y",1.5,,0.0,1.0,2013-05-24,2013-07-09
Orbytel,,overkill,1.5,,21.0,8.0,2013-05-24,2013-07-09
aps1,,I am not sure. You started asking for money before I really tried your system. Consider this my last email.,1.3,,0.0,1.0,2013-05-23,2013-07-02
DSA,,"I have a manufacturers rep business and Method CRM provided a lot of features however many of these I do not need. 

Thanks",1.4,,5.0,239.0,2013-05-23,2013-07-05
AdamsLaw,Signing up for new Method account,,0.6,,0.0,1.0,2013-05-22,2013-06-10
InsationTechnologies,,Harrassing emails,1.8,,0.0,44.0,2013-05-22,2013-07-17
Overdrive,,WAS NOT SUITABLE FOR OUR REQUIREMENTS,1.4,,0.0,455.0,2013-05-21,2013-07-03
lijindustry,Non-payment,No response to hold,1.9,,0.0,0.0,2013-05-21,2013-07-19
petromax,,"Our sales folks decided that they wanted to use Salesforce and they liked the mapping functions better while still having similar pluses like Quivkbooks links, good reporting and ease of use.",1.0,,6.0,264.0,2013-05-20,2013-06-20
InstantNewsNetwork,Non-payment,No response to hold,1.9,,2.0,32.0,2013-05-20,2013-07-18
IDEAA,Non-payment,No response to hold,1.9,,1.0,23.0,2013-05-20,2013-07-18
turpinhill,Non-payment,No response to hold,1.9,,1.0,3.0,2013-05-20,2013-07-18
Momentum,,"The product looks like it has great potential to build custom front end applications to QuickBooks Online, we're hoping to revisit when we have more time to learn the customization process.",0.8,,0.0,23.0,2013-05-19,2013-06-13
gecated,Non-payment,No response to hold,2.0,,0.0,0.0,2013-05-18,2013-07-18
hofarc,,"I'm using Insightly.
Thanks,
Wally",1.7,,16.0,68.0,2013-05-17,2013-07-09
PSI,,We have found better alternatives,1.5,,3.0,533.0,2013-05-17,2013-07-01
AEA,,Not needed,1.8,,0.0,45.0,2013-05-16,2013-07-09
TexasSilkRoad,Non-payment,No response to hold,2.0,,0.0,1.0,2013-05-16,2013-07-15
Converge,Non-payment,No response to hold,2.0,,0.0,8.0,2013-05-16,2013-07-15
sataka,Non-payment,No response to hold,1.9,,0.0,0.0,2013-05-15,2013-07-12
bootcamp,,"Jennifer and Adam have been great and I like what I saw of your software's features.  However, what our company needs at this time is an invoicing/payment solution that Method doesn't seem to be able to fill at this time so we have found a different solution.

Thanks for all your assistance.
Sue Owens",0.6,,24.0,569.0,2013-05-14,2013-05-31
jumpnrope,Signing up for new Method account,Client signed up for another account,1.6,,0.0,0.0,2013-05-14,2013-07-03
IDM,,I see us working with QB and Method in about 4 months.,1.2,,0.0,3.0,2013-05-13,2013-06-18
TC,,too complicated user interface,0.7,,3.0,476.0,2013-05-13,2013-06-03
AlpineSnowCRM,,"We never used this account, because the technicians moved us to a multi-tenancy seat instead.",1.6,,29.0,17392.0,2013-05-13,2013-07-01
cmc,,Haven't had time to evaluate whether or not this product will work for us.,1.3,,0.0,4.0,2013-05-13,2013-06-21
xentras,Non-payment,No response to hold,2.0,,3.0,10.0,2013-05-13,2013-07-12
CrownKenya,Non-payment,No response to hold,2.0,,43.0,2573.0,2013-05-13,2013-07-12
MULROSASCIALTDA,Non-payment,No response to hold,2.0,,0.0,2.0,2013-05-13,2013-07-12
SpoonWave,,dont need for the time being,1.8,,10.0,1.0,2013-05-10,2013-07-05
SwitchedElectric,Non-payment,No response to hold,2.0,,2.0,553.0,2013-05-10,2013-07-09
DFO,,Was testing API,1.8,,0.0,1.0,2013-05-09,2013-07-02
CrystalcleanWindows,Non-payment,No response to hold,2.0,,3.0,11.0,2013-05-09,2013-07-08
EtabManufacturing,Non-payment,No response to hold,2.0,,0.0,210.0,2013-05-08,2013-07-08
NTMediaSolutions,Non-payment,No response to hold,2.0,,1.0,28.0,2013-05-08,2013-07-08
cece49,Non-payment,No response to hold,2.0,,0.0,0.0,2013-05-08,2013-07-08
policesupply,Non-payment,No response to hold,2.0,,0.0,1.0,2013-05-08,2013-07-08
dsdsdsds,Non-payment,No response to hold,1.9,,0.0,10.0,2013-05-07,2013-07-05
rasmussen,Non-payment,No response to hold,1.9,,1.0,22.0,2013-05-06,2013-07-03
emediacorp,Non-payment,No response to hold,1.9,,29.0,807.0,2013-05-05,2013-07-03
nece,Non-payment,No response to hold,1.9,,0.0,1.0,2013-05-05,2013-07-03
FoggLighting,Non-payment,No response to hold,1.9,,7.0,1434.0,2013-05-05,2013-07-03
SeeSpotsRun,,Too difficult to use,1.8,,0.0,703.0,2013-05-04,2013-06-29
SEAAIR,Non-payment,No response to hold,2.0,,0.0,1.0,2013-05-04,2013-07-03
Guvana,Non-payment,No response to hold,1.8,,0.0,3.0,2013-05-03,2013-06-28
KYTECHINC,Non-payment,No response to hold,1.9,,0.0,3.0,2013-05-02,2013-06-28
SiSTeRTechnologies,,to hard,1.1,,61.0,480.0,2013-05-01,2013-06-04
NACC,Non-payment,No response to hold,1.9,,1.0,22.0,2013-04-30,2013-06-28
km,,I am not in a position to utilize the software yet. I will revisit in a few months.,1.3,,9.0,1369.0,2013-04-29,2013-06-07
Catherinesenskedesigns,Non-payment,No response to hold,2.0,,0.0,13.0,2013-04-29,2013-06-28
vdwholesale,Non-payment,No response to hold,2.0,,7.0,711.0,2013-04-29,2013-06-28
maryoconnor,Non-payment,No response to hold,2.0,,4.0,68.0,2013-04-29,2013-06-28
nywindowfashion,Non-payment,No response to hold,2.0,,15.0,1295.0,2013-04-29,2013-06-28
Emerge,Non-payment,No response to hold,2.0,,36.0,367.0,2013-04-29,2013-06-28
TheArmeenEnterpriseCorp,Non-payment,No response to hold,2.0,,5.0,5.0,2013-04-29,2013-06-28
BrandyKahl,Non-payment,No response to hold,2.0,,0.0,4.0,2013-04-28,2013-06-28
DEBCO,Non-payment,No response to hold,2.0,,2.0,70.0,2013-04-27,2013-06-26
IELLO,,cancel,1.1,,0.0,68.0,2013-04-26,2013-05-28
REWINEDCANDLES,,hd,1.3,,44.0,1976.0,2013-04-26,2013-06-04
VondenbrinkConsulting,,Did not meet my needs,1.4,,1.0,109.0,2013-04-26,2013-06-08
UNACORP,Non-payment,No response to hold,2.0,,1.0,210.0,2013-04-26,2013-06-25
cf,Non-payment,No response to hold,2.0,,14.0,5113.0,2013-04-26,2013-06-25
NISHQA,Non-payment,No response to hold,2.0,,0.0,1.0,2013-04-25,2013-06-25
pursuitenergy,Non-payment,No response to hold,2.0,,0.0,6.0,2013-04-25,2013-06-25
LJLeonardss,Non-payment,No response to hold,2.0,,0.0,1.0,2013-04-25,2013-06-25
Zsilverinc,Non-payment,No response to hold,2.0,,0.0,201.0,2013-04-25,2013-06-25
furhaven,,Product not suitable fit for us at this time. Possibly in the future...,1.1,,34.0,2038.0,2013-04-25,2013-05-28
RiversideSOS,Non-payment,No response to hold,1.9,,1.0,15.0,2013-04-24,2013-06-21
PSGINC,Non-payment,No response to hold,1.9,,1.0,0.0,2013-04-24,2013-06-21
sohostudiocorp,Non-payment,No response to hold,1.9,,23.0,720.0,2013-04-24,2013-06-21
Intrinsic,Non-payment,No response to hold,1.9,,0.0,0.0,2013-04-24,2013-06-21
Miriyala,Non-payment,No response to hold,1.9,,9.0,1.0,2013-04-23,2013-06-21
ContemporaryLandscape,Non-payment,No response to hold,2.0,,0.0,0.0,2013-04-22,2013-06-21
NetTects,Non-payment,No response to hold,2.0,,3.0,71.0,2013-04-22,2013-06-21
planetbuddeez,Non-payment,No response to hold,2.0,,0.0,35.0,2013-04-22,2013-06-21
Battery,Non-payment,No response to hold,1.9,,0.0,2.0,2013-04-21,2013-06-17
GPNEXPRESS,Non-payment,No response to hold,1.9,,7.0,44.0,2013-04-21,2013-06-17
AffordableHandyman,Non-payment,No response to hold,1.9,,0.0,4.0,2013-04-21,2013-06-17
BRAVOMANDIRIINTERNATIONALLIMITED,Non-payment,No response to hold,1.9,,0.0,0.0,2013-04-21,2013-06-17
TheMansionat1304,Non-payment,No response to hold,1.8,,0.0,0.0,2013-04-20,2013-06-15
Comfortnowheating,Non-payment,No response to hold,1.8,,1.0,579.0,2013-04-20,2013-06-15
TewsonLandscapeCo,,Too complicated and too muchmoney to have to pay indefinitely to get what I want.  I dpnt want to have to do all the designing of system of oporation and processes myself. I want a software or app that has one in place yetcan be customized as well.  Complex visually.  Overwhelming to look ay. Fieldsare everywhere.  Do n9t like the interface and doesnt have included tech support  which is a must for us! Thank you for your time!,1.1,,7.0,257.0,2013-04-19,2013-05-24
CONSTRUCTION,Non-payment,No response to hold,1.9,,2.0,2.0,2013-04-19,2013-06-15
Castelucci,Non-payment,No response to hold,1.9,,0.0,3.0,2013-04-19,2013-06-15
PrestigeGroup,Non-payment,No response to hold,1.9,,6.0,216.0,2013-04-19,2013-06-15
RockCastle,,Method Demo account- don't need it anymore,1.1,,3.0,146.0,2013-04-18,2013-05-21
steven,,xxx,1.2,,10.0,258.0,2013-04-17,2013-05-24
FamousPoints,Non-payment,No response to hold,1.9,,0.0,10.0,2013-04-17,2013-06-13
RxSource,Non-payment,No response to hold,1.9,,2.0,172.0,2013-04-17,2013-06-13
iotw19,,Not need at this time.,1.1,,0.0,3.0,2013-04-17,2013-05-22
sai,Non-payment,No response to hold,1.9,,2.0,5.0,2013-04-16,2013-06-13
successcfo2,Non-payment,No response to hold,1.9,,0.0,4.0,2013-04-16,2013-06-13
WindsorRealty,Non-payment,No response to hold,1.9,,0.0,3.0,2013-04-16,2013-06-13
RileyLife,,just a trial to explore your product to refer to others as a Quick Books Pro advisor,1.3,,47.0,130.0,2013-04-15,2013-05-24
OpenWineDistributors,Non-payment,No response to hold,1.9,,1.0,97.0,2013-04-15,2013-06-13
MistAway,Non-payment,No response to hold,1.9,,9.0,746.0,2013-04-15,2013-06-13
CapeFearMuffler,Non-payment,No response to hold,1.9,,0.0,1.0,2013-04-14,2013-06-11
MidwestBusinessandEnergy,Non-payment,No response to hold,1.9,,1.0,7.0,2013-04-14,2013-06-11
DIVERSIFIEDCORP,Non-payment,No response to hold,1.9,,2.0,1.0,2013-04-14,2013-06-11
GreaterThanSports,Non-payment,No response to hold,1.9,,0.0,4.0,2013-04-13,2013-06-11
GTSClothing,Non-payment,No response to hold,1.9,,3.0,44.0,2013-04-13,2013-06-11
IQBS,,nw trial,1.5,,0.0,0.0,2013-04-12,2013-05-27
KeyLargo,Non-payment,No response to hold,1.8,,1.0,60.0,2013-04-12,2013-06-07
soho,Non-payment,No response to hold,1.8,,22.0,710.0,2013-04-12,2013-06-07
NumberCrunch,Non-payment,No response to hold,1.9,,26.0,1970.0,2013-04-11,2013-06-07
MCMELEMENTS,Non-payment,No response to hold,1.9,,0.0,66.0,2013-04-11,2013-06-07
HoseTechUSA,Non-payment,No response to hold,1.9,,23.0,805.0,2013-04-10,2013-06-07
MyFunColors,Non-payment,No response to hold,1.9,,0.0,1194.0,2013-04-10,2013-06-07
TeamHandyLLC,,This is the second time I've tried it.  It's really too much for what I need and I don't want to spend the time or money to have it customized for me.,1.7,,3.0,483.0,2013-04-09,2013-05-31
RMS,Non-payment,No response to hold,1.9,,45.0,924.0,2013-04-09,2013-06-07
quicktrac,Non-payment,No response to hold,1.9,,0.0,9.0,2013-04-09,2013-06-07
Tina,Non-payment,No response to hold,2.0,,12.0,4.0,2013-04-07,2013-06-06
csepr,Non-payment,No response to hold,2.0,,15.0,51.0,2013-04-05,2013-06-04
COMPLIANCEPARTNERS,Non-payment,No response to hold,2.0,,0.0,2.0,2013-04-05,2013-06-04
TwoMindsDesign,Non-payment,No response to hold,2.0,,0.0,126.0,2013-04-05,2013-06-04
ParkPacificInc,,"Because we are a small company and time is short, we could not fully take advantage of Method the way we wanted.  In order for us to better use Method we needed to significantly customize the screens.  Given I (Jake Jurgenson) was the only one willing or able to take on this task, but still required to accomplish the business related transaction, I was unable to do both.  Thank you for all your time in helping with this, and maybe further down the line we will touch base with Method when time is not as critical.",1.5,,0.0,4035.0,2013-04-04,2013-05-21
skysmb,,not interested at this time,1.5,,0.0,0.0,2013-04-04,2013-05-21
Wonderlink,Non-payment,No response to hold,1.9,,0.0,2.0,2013-04-04,2013-05-31
EverdryRoofing,Non-payment,No response to hold,1.9,,40.0,2919.0,2013-04-04,2013-05-31
pluselectriccorp,Non-payment,No response to hold,1.9,,0.0,3.0,2013-04-03,2013-05-31
Chaz,Non-payment,No response to hold,1.9,,0.0,3.0,2013-04-03,2013-05-31
PerryIncorporated,Non-payment,No response to hold,1.9,,1.0,2.0,2013-04-03,2013-05-31
Remodel661,Non-payment,No response to hold,1.9,,7.0,22.0,2013-04-02,2013-05-31
renogy2010,Non-payment,No response to hold,1.9,,12.0,68.0,2013-04-02,2013-05-31
TheGlobalTradingNetwork,Non-payment,No response to hold,2.0,,0.0,1131.0,2013-04-01,2013-05-31
ITACCESSSOLUTIONS,Non-payment,No response to hold,2.0,,0.0,6.0,2013-03-31,2013-05-30
BilbusTest,Non-payment,No response to hold,1.9,,0.0,51.0,2013-03-30,2013-05-28
Navigos,Non-payment,No response to hold,1.9,,0.0,1.0,2013-03-30,2013-05-28
tesstinng,,not interested..,1.7,,0.0,9.0,2013-03-29,2013-05-21
CutUpNDyeStudios,Non-payment,No response to hold,1.8,,0.0,11.0,2013-03-29,2013-05-24
FireflyKitchens,Non-payment,No response to hold,1.9,,31.0,79.0,2013-03-29,2013-05-27
JPRNYC,Non-payment,No response to hold,1.9,,10.0,28.0,2013-03-29,2013-05-27
Eaglewest,Non-payment,No response to hold,1.9,,0.0,0.0,2013-03-29,2013-05-27
race2816,Non-payment,No response to hold,1.9,,0.0,10.0,2013-03-29,2013-05-27
WCTrades,Non-payment,No response to hold,2.0,,3.0,106.0,2013-03-29,2013-05-28
Refunded,Non-payment,No response to hold,1.9,,0.0,0.0,2013-03-28,2013-05-24
Hoang,Non-payment,No response to hold,1.9,,0.0,1.0,2013-03-28,2013-05-24
TheGreenCocoon,Non-payment,No response to hold,1.9,,19.0,1697.0,2013-03-28,2013-05-24
MethodCrmWithQuickBooks,Non-payment,No response to hold,1.9,,0.0,0.0,2013-03-27,2013-05-24
TestMethodCrmofMTC,Non-payment,No response to hold,1.9,,0.0,0.0,2013-03-27,2013-05-24
Lakestar,Non-payment,No response to hold,1.9,,0.0,3.0,2013-03-27,2013-05-24
MySightSee,Non-payment,No response to hold,1.9,,0.0,40.0,2013-03-27,2013-05-24
Taskus,Non-payment,No response to hold,1.9,,0.0,1.0,2013-03-27,2013-05-24
mansurkaiser,Non-payment,No response to hold,1.9,,80.0,127.0,2013-03-26,2013-05-24
AccurateEngines,Non-payment,No response to hold,1.9,,0.0,0.0,2013-03-26,2013-05-24
SharaleaBollinger,Non-payment,No response to hold,1.9,,0.0,1.0,2013-03-26,2013-05-24
RemoveItRestoration,Non-payment,No response to hold,1.9,,0.0,0.0,2013-03-26,2013-05-24
Allstargreek,,na,1.9,,0.0,7.0,2013-03-25,2013-05-21
Intermedia,Non-payment,No response to hold,2.0,,0.0,1.0,2013-03-25,2013-05-24
LuxeTravelHaus,Non-payment,No response to hold,2.0,,0.0,13.0,2013-03-25,2013-05-24
PPADeposits,Non-payment,No response to hold,2.0,,0.0,31.0,2013-03-25,2013-05-24
methodcrmqbo,Non-payment,No response to hold,2.0,,0.0,2.0,2013-03-25,2013-05-24
glidden,Non-payment,No response to hold,2.0,,2.0,283.0,2013-03-25,2013-05-24
SmartScapes,Non-payment,No response to hold,2.0,,5.0,30.0,2013-03-23,2013-05-22
CrownSolutionsLtd,Non-payment,No response to hold,2.0,,41.0,2485.0,2013-03-22,2013-05-21
SonicVibes,Signing up for new Method account,I am unhappy with 4 months worth of work and money and not even a working module yet. I will not be continuing my work with your company,5.7,,1.0,57.0,2013-03-16,2013-09-05
