Account,SKU_Count,Avg_Delimiter_Count,Avg_Char_Length,Avg_Word_Count,Pct_With_SKU_Codes,Pct_With_Specs,Pct_With_Brand_Prefix,Pct_Service_Items,Pct_Inventory_Items,Pct_NonInventory_Items,Pct_Fee_Items,Primary_Business_Type,Catalog_Complexity_Score,Complexity_Tier,Sample_Products,SKU_Tier
dimagesinc,50,0.1,17.2,2.8,0.0,22.0,6.0,88.0,2.0,10.0,0.0,Service-Based,7.8,Ultra-Simple,"Missionary Tag - Pocket, Name Tag, Missionary Tag - Magnet",21-50 (Standard)
fxpartnersusa1,50,0.8,32.3,4.3,4.0,42.0,78.0,4.0,84.0,0.0,0.0,Inventory-Based (Physical Products),25.8,Simple,"Subtotal, Shipping, Premium Helmet Care:Anti-Fog 4oz",21-50 (Standard)
wagnerranchservices,50,1.92,48.0,5.2,12.0,0.0,88.0,96.0,0.0,0.0,0.0,Service-Based,31.8,Simple,"Excavation:Labor, WRS Material Sales:Material Retail Yard Inventory:Gravel:CCC 1.5"" Grading W Roadbase, Excavation:Dump Truck - Brown",21-50 (Standard)
niagaramachine1,50,0.96,36.1,3.8,62.0,6.0,30.0,6.0,62.0,4.0,2.0,Product-Based (Mixed Inventory),24.8,Simple,"Delivery & Shipping:UPS GND, Delivery & Shipping:Shipping, Delivery & Shipping:Sunbelt UPS",21-50 (Standard)
AVAILForensicsCo1,50,0.04,20.0,1.6,56.0,0.0,0.0,86.0,0.0,14.0,2.0,Service-Based,12.7,Ultra-Simple,"AF-UFED4PC-U-RENEW, AF-UTU2-RENEW, AF-UFED4PC-U",21-50 (Standard)
albertlpunktinc1,50,2.48,28.3,2.8,76.0,0.0,96.0,0.0,96.0,4.0,0.0,Inventory-Based (Physical Products),46.3,Standard,"Commission - Faire Wholesale Inc., Bamboo Bowl:103/022/011-14, Salad Server Set:103/077/001-14",21-50 (Standard)
officefurniturecentreglasgow,50,0.0,11.0,1.7,38.0,0.0,0.0,34.0,10.0,56.0,0.0,NonInventory-Based (Digital/Services),9.7,Ultra-Simple,"1-Used, 1 Shipping, 1-Sol",21-50 (Standard)
PlanetPOS,50,0.46,24.4,2.3,4.0,0.0,30.0,46.0,12.0,42.0,0.0,Hybrid (Mixed),12.2,Ultra-Simple,"Services:Services, Receipt Paper 3 1/8"" x 230', PayrollService",21-50 (Standard)
fujimats,50,0.02,15.4,1.3,42.0,2.0,0.0,4.0,22.0,52.0,0.0,NonInventory-Based (Digital/Services),10.6,Ultra-Simple,"Total AvaTax, xSHIPPING Billed (Sales):x-Lift Gate Shipping, xUPS SHIPPING Billed (Sales)",21-50 (Standard)
classicrockfaceblock,50,0.0,10.2,1.8,4.0,8.0,0.0,0.0,88.0,4.0,0.0,Inventory-Based (Physical Products),5.4,Ultra-Simple,"PC, Shipping, Custom Order",21-50 (Standard)
ascocarbondioxideinc,50,1.4,38.5,5.1,30.0,8.0,52.0,2.0,0.0,98.0,20.0,NonInventory-Based (Digital/Services),26.4,Simple,"CO2 / Dry Ice:Liquid Carbon Dioxide lbs. TFS, Transport:Shipping and Handling, CO2 / Dry Ice:LCO2 Delivery Charge - TFS",21-50 (Standard)
magnummarketing,50,0.08,11.2,1.5,96.0,0.0,0.0,10.0,68.0,6.0,0.0,Product-Based (Mixed Inventory),18.9,Ultra-Simple,"LABOUR, SERVICE CALL, SHOP SUPPLIES",21-50 (Standard)
theheartpinecompany,50,0.02,14.2,2.0,0.0,0.0,0.0,70.0,2.0,28.0,4.0,Service-Based,4.1,Ultra-Simple,"Deposit, Square Feet, Lineal Feet",21-50 (Standard)
stallwatch,13,0.0,13.1,2.1,0.0,0.0,0.0,92.3,0.0,0.0,7.7,Service-Based,1.0,Ultra-Simple,"Verizon Internet Connection, 4 Camera System, 2 Camera System",6-20 (Simple)
appackagingcorp,50,0.0,7.5,1.0,98.0,18.0,0.0,0.0,10.0,90.0,0.0,NonInventory-Based (Digital/Services),20.5,Simple,"REFERENCE, CB1224P, CB31612P",21-50 (Standard)
celluma,50,0.0,8.8,1.1,86.0,0.0,0.0,6.0,16.0,6.0,0.0,Product-Based (Mixed Inventory),16.9,Ultra-Simple,"Shipping, Shopify Taxes, COTC-001",21-50 (Standard)
stagepolymers,50,2.18,36.5,4.3,68.0,14.0,96.0,8.0,88.0,4.0,0.0,Inventory-Based (Physical Products),44.5,Standard,"LLDPE:LL MDPE:GA-837, LDPE:LD Ext Coating:NA20400, LLDPE:LL MDPE:Wide Spec LL14300",21-50 (Standard)
knf,50,0.0,9.0,1.2,70.0,0.0,0.0,0.0,2.0,0.0,0.0,Product-Based (Mixed Inventory),14.5,Ultra-Simple,"SUBTOTAL, HANDLING, SHIPPING",21-50 (Standard)
cadsupplies1,50,3.2,35.9,2.5,70.0,2.0,98.0,14.0,72.0,0.0,0.0,Inventory-Based (Physical Products),49.4,Standard,"Travel, Xero Media:ER:ER36/500-NTB, Service Department:Labor:Base Service",21-50 (Standard)
tippmannarmscompanyllc,50,0.54,10.5,1.2,86.0,4.0,54.0,0.0,0.0,100.0,4.0,NonInventory-Based (Digital/Services),29.0,Simple,"Shipping, FGA:A201040, A20100-25L",21-50 (Standard)
lenworth,50,0.84,24.3,3.3,36.0,4.0,56.0,34.0,0.0,58.0,8.0,NonInventory-Based (Digital/Services),23.8,Simple,"LABOUR:Labour & Travel, *Truck Charge, KITS:Shop Supplies",21-50 (Standard)
hylunia,50,0.0,9.4,1.1,84.0,0.0,0.0,0.0,90.0,0.0,0.0,Inventory-Based (Physical Products),16.6,Ultra-Simple,"Subtotal, Shipping and Handling, Discount",21-50 (Standard)
dmitriyco1,50,1.2,29.5,3.3,94.0,0.0,74.0,84.0,0.0,16.0,2.0,Service-Based,37.2,Simple,"FEES:CUSTOM FEE, MISC:ORDER NOTES, REP ORDER DETAILS I (deleted)",21-50 (Standard)
thesplashhottubspools,50,1.82,43.2,3.9,82.0,4.0,72.0,76.0,24.0,0.0,4.0,Service-Based,39.6,Simple,"CLEANING SERVICES:Monthly:Every 2ᴺᴰ Week Hot Tub Service -$119.95, CLEANING SERVICES:F/C - Filter clean, CLEANING SERVICES:Monthly:Weekly Service RW4V-$179.95",21-50 (Standard)
vpnz,50,1.82,31.4,2.8,50.0,2.0,68.0,34.0,64.0,0.0,0.0,Hybrid (Mixed),34.0,Simple,"Header, Val's list:Cartage:Freight income, Service costs:Labour:Labour - Standard hourly rate",21-50 (Standard)
ct,50,0.24,14.2,2.6,64.0,54.0,0.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),20.6,Simple,"LAT 253 GR GOLD 50LB, LAT 4XLT GR 50 LB, LAT TLG30LB",21-50 (Standard)
servsixus,8,0.0,12.5,1.8,12.5,0.0,0.0,12.5,0.0,25.0,12.5,Product-Based (Mixed Inventory),2.5,Ultra-Simple,"FB_Item, freight, misc adj",6-20 (Simple)
nellieshairemporiumincnew,50,0.04,14.3,1.2,86.0,4.0,0.0,8.0,92.0,0.0,0.0,Inventory-Based (Physical Products),17.6,Ultra-Simple,"Discount, Shipping, DPT",21-50 (Standard)
customturnings,50,2.2,27.3,3.2,16.0,28.0,68.0,28.0,58.0,6.0,4.0,Hybrid (Mixed),34.1,Simple,"labor:shipping, labor:stock prep, Shipping",21-50 (Standard)
exposuresfineart,50,0.0,8.7,1.1,86.0,0.0,0.0,2.0,12.0,70.0,0.0,NonInventory-Based (Digital/Services),16.9,Ultra-Simple,"Shipping, VIP-MGR, VIP-1",21-50 (Standard)
flowerhouse,50,0.0,8.3,1.1,90.0,0.0,0.0,2.0,92.0,4.0,0.0,Inventory-Based (Physical Products),17.5,Ultra-Simple,"Freight, FHEC100-BRK, FHPC100-BRK",21-50 (Standard)
onsight,50,0.6,30.4,3.7,60.0,10.0,58.0,32.0,58.0,6.0,0.0,Hybrid (Mixed),26.7,Simple,"Monthly Customer Support Plan, OnSight Remote Priority Support Plan, NETWORKING EQUIPMENT:CAT5E Wire",21-50 (Standard)
genprollc,50,0.54,47.3,8.8,50.0,36.0,44.0,4.0,0.0,96.0,0.0,NonInventory-Based (Digital/Services),25.3,Simple,"Price Match Discount, Hyper Engineering:SS1B16-32SN (230V, 60/50Hz, 16-32 FLA) (deleted), TCER:Aluminum 17 x 24kW 500 Feet (deleted)",21-50 (Standard)
grothouse,50,0.8,25.0,2.8,0.0,0.0,74.0,12.0,2.0,74.0,4.0,NonInventory-Based (Digital/Services),20.4,Simple,"Samples:Wood Countertop Sample, Wood Countertop, Edge Treatment:Roundover",21-50 (Standard)
coolsealgaskets,50,0.0,12.9,2.2,16.0,2.0,0.0,42.0,0.0,58.0,0.0,NonInventory-Based (Digital/Services),6.6,Ultra-Simple,"Installation. (deleted), 516 DR, 516- (deleted)",21-50 (Standard)
hidcorind,50,0.06,12.7,1.6,78.0,2.0,6.0,8.0,66.0,4.0,0.0,Product-Based (Mixed Inventory),17.2,Ultra-Simple,"BAL1 (deleted), PAK1 (deleted), KIT DISCOUNTS:KXXSB (deleted)",21-50 (Standard)
agralarm1,50,0.14,16.6,2.4,54.0,2.0,2.0,34.0,56.0,8.0,0.0,Hybrid (Mixed),13.5,Ultra-Simple,"MONITORING-ALARM:MONITORING-ALARM, NOTICE, INTERNET SVC:INTERNET SVC",21-50 (Standard)
elmusa,50,0.02,11.4,1.2,84.0,0.0,0.0,16.0,76.0,0.0,0.0,Inventory-Based (Physical Products),16.7,Ultra-Simple,"Shipping, EDR-EC-002, EDR-EC-003",21-50 (Standard)
pipefusionservicesinc,50,0.0,10.0,1.2,98.0,6.0,0.0,30.0,24.0,0.0,0.0,Hybrid (Mixed),19.3,Ultra-Simple,"DWINTERIZE, DEALER DISCOUNT 25%, CUSTOMER DEPOSIT",21-50 (Standard)
penwestcanada,50,1.6,26.5,2.8,4.0,4.0,84.0,10.0,4.0,0.0,0.0,Product-Based (Mixed Inventory),28.3,Simple,"Seed Treatment Applied:Barley:Raxil Pro, Seed:Wheat:AAC Brandon, Seed:Wheat:AAC Wheatland VB",21-50 (Standard)
globalpackage,50,0.0,14.0,1.6,58.0,0.0,0.0,14.0,48.0,6.0,8.0,Product-Based (Mixed Inventory),12.7,Ultra-Simple,"Delivery, Pallet Breakdown, Pallets - GP",21-50 (Standard)
seaciderfarmandciderhouse,50,1.72,30.0,2.2,88.0,0.0,18.0,0.0,68.0,22.0,0.0,Product-Based (Mixed Inventory),31.4,Simple,"Bottle deposit, CIDER-BOTTLED:Rumrunner/Prohibition:RR-SC, CIDER-BOTTLED:Pippins:PP-SC",21-50 (Standard)
exloc9,50,0.04,11.2,1.3,60.0,2.0,2.0,8.0,70.0,12.0,0.0,Product-Based (Mixed Inventory),13.8,Ultra-Simple,"Total AvaTax, Shipping Charges, Shipping Charges:Freight Out",21-50 (Standard)
spus,50,0.02,9.4,1.2,80.0,4.0,0.0,0.0,70.0,2.0,2.0,Product-Based (Mixed Inventory),16.5,Ultra-Simple,"Freight Charge, K082, NLI",21-50 (Standard)
uatllc,50,1.0,22.5,2.3,64.0,30.0,100.0,12.0,86.0,2.0,2.0,Inventory-Based (Physical Products),38.3,Simple,"Customer:Purchase Order, Comments:Freight, Cones:NG3M28-07",21-50 (Standard)
rapidfireprotectionnew,50,0.04,4.5,1.1,20.0,0.0,0.0,90.0,8.0,0.0,2.0,Service-Based,7.3,Ultra-Simple,"TC, SPFL, MIS",21-50 (Standard)
fjsproductionsllc,50,0.1,35.8,7.0,0.0,0.0,2.0,98.0,0.0,2.0,2.0,Service-Based,5.0,Ultra-Simple,"Late fee, TGJH - Puyallup - April '21 (deleted), TGJH - Puyallup - Nov. '18 (deleted)",21-50 (Standard)
vedafarming1,50,0.0,8.1,1.1,62.0,2.0,0.0,10.0,84.0,0.0,0.0,Inventory-Based (Physical Products),13.5,Ultra-Simple,"S05, S00 Miscellaneous, Discount",21-50 (Standard)
merrimuseenterprisesllc,50,0.64,28.1,3.1,6.0,2.0,38.0,100.0,0.0,0.0,4.0,Service-Based,15.1,Ultra-Simple,"Tuning - regular:Tuning - regular, NOTE:Recommendation Notes, PAYMENT",21-50 (Standard)
cityfloral,50,1.38,37.3,4.7,0.0,4.0,46.0,48.0,0.0,22.0,2.0,Hybrid (Mixed),20.5,Simple,"Labor - aRecurring Maint Hourly, Disposal - Design - Gen'l/Other:Disposal - Maint. - Bucket, Perennials - Options/Notes",21-50 (Standard)
primefish,50,1.78,26.6,3.0,78.0,36.0,0.0,10.0,20.0,0.0,0.0,Product-Based (Mixed Inventory),31.2,Simple,"1- FG:Blue Imperial:CI-0050G, 9 - Service Fees:Freight, Discount Caviar",21-50 (Standard)
westernpackaging,50,1.8,29.7,5.4,6.0,22.0,0.0,10.0,88.0,0.0,2.0,Inventory-Based (Physical Products),19.1,Ultra-Simple,"Shipping-Client, A -:Paper PR:Oregon Grown ""B bag"", Shipping",21-50 (Standard)
datamemorysales,50,1.42,23.7,1.3,94.0,2.0,94.0,22.0,60.0,0.0,14.0,Hybrid (Mixed),41.9,Standard,"Customer Charge:SHIPPING, Customer Charge:PROJECT TITLE, PACK:OHIO-PACK:O-PK08PAPSLVWF",21-50 (Standard)
atlanticgraphics,50,0.94,27.6,3.3,98.0,0.0,66.0,70.0,6.0,24.0,2.0,Service-Based,34.9,Simple,"PARTS, FREIGHT:FREIGHT, SHIPPING",21-50 (Standard)
aswsouth,50,3.1,46.7,2.4,100.0,0.0,96.0,0.0,98.0,0.0,0.0,Inventory-Based (Physical Products),53.4,Standard,"SAMPLES BTLS, INVENTORY:TRADITIONAL:MI SUENO WINERY:MISURED17, INVENTORY:TRADITIONAL IMPORTS:CAVA SPILIADIS:Tselepos:EMTSAMANV",21-50 (Standard)
elecraft7,50,0.02,6.4,1.1,54.0,0.0,0.0,2.0,0.0,92.0,0.0,NonInventory-Based (Digital/Services),12.2,Ultra-Simple,"Shipping & Handling, Subtotal, Misc Parts",21-50 (Standard)
apdminc,50,0.14,30.6,4.2,28.0,0.0,0.0,18.0,2.0,80.0,0.0,NonInventory-Based (Digital/Services),9.1,Ultra-Simple,"99 - Notes, Shipping-Domestic-Small Carrying Case, Discount-General",21-50 (Standard)
waterscienceinc,50,0.92,26.3,2.5,8.0,2.0,14.0,20.0,0.0,80.0,0.0,NonInventory-Based (Digital/Services),13.6,Ultra-Simple,"Labor:Service Call, 106-Materials:Resin Cleaner, 106-Materials:Carbon Filter 10""",21-50 (Standard)
vis2,50,0.0,9.8,1.4,30.0,0.0,0.0,12.0,38.0,10.0,4.0,Product-Based (Mixed Inventory),8.5,Ultra-Simple,"Shipping & Handling-Supplies, JLT-O, Shipping & Handling Charges",21-50 (Standard)
swsgroup1,50,0.0,11.3,1.4,70.0,4.0,0.0,22.0,66.0,4.0,0.0,Hybrid (Mixed),14.9,Ultra-Simple,"Freight Charge, DELIVERY, SFDFA Prison Key",21-50 (Standard)
ravizzausa,50,1.7,64.3,8.1,80.0,16.0,98.0,14.0,80.0,6.0,0.0,Inventory-Based (Physical Products),43.6,Standard,"Account payment, Technical assistance:Technical Assistance, Technical assistance:Technical trip time",21-50 (Standard)
audiovideosupply,50,0.0,8.7,1.1,92.0,14.0,0.0,2.0,94.0,4.0,2.0,Inventory-Based (Physical Products),19.2,Ultra-Simple,"Freight, CREDIT WRITE OFF, TARIFF FEE",21-50 (Standard)
mcc,50,0.76,14.1,1.7,58.0,6.0,64.0,2.0,0.0,84.0,2.0,NonInventory-Based (Digital/Services),28.0,Simple,"CS:CustCab, WARRANTY/REPLACEMENT ITEMS*, P:PARTS",21-50 (Standard)
racecardynamicsofarizonainc,50,0.1,11.4,1.1,74.0,0.0,10.0,48.0,52.0,0.0,0.0,Hybrid (Mixed),17.3,Ultra-Simple,"F4-BE5-D558-T0, 20-69917, F4-BE5-D560-T0",21-50 (Standard)
westernsquare1,50,0.84,22.8,3.2,88.0,6.0,10.0,80.0,0.0,0.0,2.0,Service-Based,24.9,Simple,"DELIVERY CHARGE, 04 - P-COAT B-RACKS:29-2-7, FREIGHT",21-50 (Standard)
modcycles,50,0.04,12.2,1.1,48.0,8.0,4.0,6.0,90.0,0.0,0.0,Inventory-Based (Physical Products),12.9,Ultra-Simple,"Shipping **FREE**, Shipping **PARTS**, PARTS2:999",21-50 (Standard)
eu,50,0.18,8.1,1.3,76.0,0.0,12.0,98.0,0.0,0.0,0.0,Service-Based,18.4,Ultra-Simple,"SHIRTS, SHIPPING, HATS",21-50 (Standard)
e2efoodpackinc,50,0.0,8.7,1.0,84.0,6.0,0.0,0.0,98.0,0.0,0.0,Inventory-Based (Physical Products),17.2,Ultra-Simple,"HOT10W, KR12BWL, PO13-500CLN",21-50 (Standard)
cdsanalytical,50,0.3,13.3,1.3,64.0,2.0,30.0,0.0,20.0,0.0,0.0,Product-Based (Mixed Inventory),20.3,Simple,"Discount:15%, Discount:Empore 33%, Freight Service:UPS Tracking",21-50 (Standard)
nanoandmoreusa1,50,0.42,21.5,2.5,42.0,0.0,16.0,6.0,78.0,16.0,0.0,Inventory-Based (Physical Products),15.5,Ultra-Simple,"Shipping:FedEx - Ground, FedEx - 2nd Day, FedEx - Standard Overnight",21-50 (Standard)
photovaclasercorp,50,0.56,19.8,2.1,18.0,0.0,40.0,60.0,8.0,16.0,14.0,Service-Based,16.4,Ultra-Simple,"Tube Repair:Warranty1, Delivery, Tube Repair:ReProcess",21-50 (Standard)
omniausa,50,0.02,17.7,3.9,96.0,86.0,0.0,0.0,90.0,2.0,0.0,Inventory-Based (Physical Products),27.1,Simple,"SHIPPING, SAMPLE, CF 16"" 75G 3500FT",21-50 (Standard)
fromtheretohereimports,50,1.0,16.8,2.0,98.0,0.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),25.4,Simple,"music boxes:58025, music boxes:58026, music boxes:58275",21-50 (Standard)
technisoilglobal,50,0.04,14.8,2.6,2.0,12.0,0.0,2.0,30.0,2.0,0.0,Product-Based (Mixed Inventory),5.8,Ultra-Simple,"Shipping, TP5, NP1",21-50 (Standard)
leontineserver,50,0.88,19.3,2.1,0.0,0.0,74.0,4.0,6.0,78.0,0.0,NonInventory-Based (Digital/Services),21.0,Simple,"Shipping, Sub, Bed Covering:French Cases",21-50 (Standard)
proav,50,0.96,28.0,3.4,10.0,6.0,66.0,24.0,10.0,58.0,0.0,NonInventory-Based (Digital/Services),22.4,Simple,"Rental:Regina Rental Equipment, Subtotal, Labour:Installation & Service Labour:Installation Labour",21-50 (Standard)
division9associates,50,0.02,13.9,2.3,20.0,4.0,0.0,76.0,0.0,24.0,6.0,Service-Based,7.5,Ultra-Simple,"Area Rug, Elevate rug, Elevate Custom Area Rug",21-50 (Standard)
vcinc2,50,0.78,31.6,5.1,76.0,2.0,0.0,6.0,74.0,0.0,0.0,Inventory-Based (Physical Products),20.8,Simple,"+SC Shipping:+SS Shipping Insurance, +S Subtotal, +SC Shipping",21-50 (Standard)
jit,50,0.0,15.5,1.3,94.0,0.0,0.0,4.0,94.0,0.0,2.0,Inventory-Based (Physical Products),18.1,Ultra-Simple,"**REMARK, HD-BARCODE, Bank Charge",21-50 (Standard)
stellalightinginc,50,0.0,15.9,1.7,82.0,0.0,0.0,52.0,44.0,0.0,0.0,Service-Based,16.3,Ultra-Simple,"Shipping Fee, ST2-13W-IM-001W, SS2-10W-ST-002W",21-50 (Standard)
brechtel,50,1.4,27.7,2.5,24.0,0.0,86.0,0.0,0.0,72.0,2.0,NonInventory-Based (Digital/Services),29.8,Simple,"BMI:Service Charges:WJ-41000, Subtotal, Shipping:PPD & Add 42000",21-50 (Standard)
affordablemedical,50,0.0,17.8,1.0,6.0,18.0,0.0,0.0,98.0,0.0,0.0,Inventory-Based (Physical Products),6.7,Ultra-Simple,"IMGRLA233650EMedicaid, IM558887IBMedicaid, IM558888IMeidcaid",21-50 (Standard)
vmgindustries,50,0.5,14.4,2.0,0.0,0.0,40.0,2.0,76.0,2.0,0.0,Inventory-Based (Physical Products),13.3,Ultra-Simple,"Shipping and Handling, Disc:Trout Disc, Resistor - Trout",21-50 (Standard)
ctiusa,50,0.04,10.9,1.1,100.0,0.0,4.0,8.0,90.0,2.0,0.0,Inventory-Based (Physical Products),19.9,Ultra-Simple,"SHIPPING AND HANDLING:Shipping-Repair, SHIPPING AND HANDLING:Shipping-New Order, F-60 PARTS",21-50 (Standard)
php,50,0.24,5.8,1.1,58.0,4.0,0.0,6.0,38.0,18.0,2.0,Product-Based (Mixed Inventory),14.7,Ultra-Simple,"FRT/1, PSH/1, Sales Tax",21-50 (Standard)
methodmobility,50,0.08,26.8,4.0,94.0,2.0,0.0,44.0,10.0,46.0,8.0,Hybrid (Mixed),18.8,Ultra-Simple,"FRANCHISEE SALES, SERVICE PLACEHOLDER, FRANCHISEE MONTHLY ROYALTY FEE",21-50 (Standard)
windowmakeover1,47,0.02,9.6,1.5,6.4,2.1,0.0,80.9,8.5,6.4,4.3,Service-Based,5.1,Ultra-Simple,"Windows, Window Contracts, Deposit",21-50 (Standard)
aquaview,7,0.0,7.6,1.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Service-Based,0.6,Ultra-Simple,"Sales, Shipping, System",6-20 (Simple)
idsheat,50,0.0,9.3,1.2,74.0,0.0,0.0,2.0,4.0,90.0,0.0,NonInventory-Based (Digital/Services),15.1,Ultra-Simple,"Shipping, A Form-IDS, sub total",21-50 (Standard)
houseofqcrm,50,0.26,24.6,3.8,0.0,24.0,12.0,30.0,58.0,12.0,4.0,Hybrid (Mixed),9.9,Ultra-Simple,"Apple Butter BBQ Sauce, House Rub 300 gram, Slow Smoke Gold BBQ Sauce",21-50 (Standard)
gmfhospitalityinc,50,0.0,16.3,2.4,0.0,0.0,0.0,32.0,0.0,68.0,4.0,NonInventory-Based (Digital/Services),4.0,Ultra-Simple,"Quantum III Stack Books, Quantum IV Stack Books, Razzle Dazzle Stack Book",21-50 (Standard)
mojofeet,50,0.34,27.6,4.3,0.0,0.0,24.0,80.0,0.0,20.0,6.0,Service-Based,9.9,Ultra-Simple,"Custom Orthotic, Shipping - Domestic, MojoMatrix Pin System - Monthly Lease",21-50 (Standard)
globalgatecontrols,50,0.06,11.2,2.0,4.0,10.0,0.0,0.0,36.0,0.0,0.0,Product-Based (Mixed Inventory),6.0,Ultra-Simple,"Shipment Info, shipping, 10-1505spd",21-50 (Standard)
pinline,50,0.12,7.6,1.1,86.0,2.0,12.0,98.0,0.0,2.0,0.0,Service-Based,19.7,Ultra-Simple,"LP7086E, SHIPPING, NB8086T",21-50 (Standard)
ntgproducts,50,0.02,9.7,1.2,88.0,0.0,0.0,92.0,4.0,2.0,4.0,Service-Based,17.3,Ultra-Simple,"S/H, CUSTOM NETTING, CONTACT-HLM",21-50 (Standard)
altech,50,0.96,34.3,3.0,82.0,0.0,90.0,2.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),36.2,Simple,"Credit Card Service Charge, LED Wall Pack Fixtures:U-IWP-90-50, LED Wall Pack Fixtures:U-IWP-60-50",21-50 (Standard)
artbrandsllc,50,0.0,13.1,1.3,32.0,0.0,0.0,2.0,14.0,26.0,12.0,Product-Based (Mixed Inventory),8.8,Ultra-Simple,"UPS, Custom-Chroma, FedEx",21-50 (Standard)
conequippartsandequipmentllc,50,0.04,11.6,1.5,80.0,4.0,0.0,34.0,66.0,0.0,6.0,Hybrid (Mixed),16.7,Ultra-Simple,"FREIGHT/SHIPPING-CE, DISCOUNT1-CE, CUSTOMERPO-CE",21-50 (Standard)
keybusinesssolutions,50,0.36,15.2,2.0,22.0,0.0,34.0,20.0,64.0,10.0,4.0,Product-Based (Mixed Inventory),14.8,Ultra-Simple,"Shipping/Handling, Lease Billing:MG Lease Revenue, FPSupplies:PIC10 - OEM",21-50 (Standard)
bham,50,0.64,22.1,2.3,2.0,0.0,62.0,14.0,0.0,66.0,0.0,NonInventory-Based (Digital/Services),17.9,Ultra-Simple,"Wholesale:P-Toffee-Cs, Wholesale:Dark Chocolate Caramel-Case, Wholesale:M-bar-case",21-50 (Standard)
msf,50,0.84,49.8,6.5,0.0,24.0,56.0,16.0,56.0,28.0,0.0,Product-Based (Mixed Inventory),20.4,Simple,"Pastry Puffins:Cherry Pastry Puffins, Pastry Puffins:Cream Cheese Pastry Puffins, Pastry Puffins:Strawberry Cream Pastry Puffins",21-50 (Standard)
hmtca,50,0.2,17.5,1.6,50.0,2.0,0.0,6.0,20.0,64.0,0.0,NonInventory-Based (Digital/Services),13.0,Ultra-Simple,"SHIPPING, HMT_METRIC:PARTS, OSS_PARTS",21-50 (Standard)
ebg,50,0.0,13.0,1.9,72.0,2.0,0.0,0.0,46.0,42.0,8.0,Product-Based (Mixed Inventory),15.0,Ultra-Simple,"Sub, fr, FREIGHT-DC",21-50 (Standard)
weightechusa,50,0.0,5.5,1.1,90.0,0.0,0.0,0.0,68.0,0.0,0.0,Product-Based (Mixed Inventory),17.5,Ultra-Simple,"Shipping Cost, 30052, 20080",21-50 (Standard)
hsa,50,0.44,8.0,1.1,76.0,2.0,4.0,6.0,84.0,8.0,0.0,Inventory-Based (Physical Products),19.1,Ultra-Simple,"FREIGHT-OUT, MISC. PARTS, TB334",21-50 (Standard)
sci92,50,0.0,8.2,1.2,82.0,10.0,0.0,20.0,58.0,2.0,0.0,Product-Based (Mixed Inventory),17.3,Ultra-Simple,"UPS, SHOPS, LABOR-SW",21-50 (Standard)
wowo,50,1.18,44.8,6.3,2.0,36.0,56.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),24.2,Simple,"Auto Magic:Specialty Items:VOC Vinyl Coating 5 Gallon, Gray Chemical Resistant Sprayer, Ardex:Specialized Cleaners:Buster 5 Gal",21-50 (Standard)
hundegger,50,0.1,11.2,1.7,42.0,0.0,6.0,12.0,48.0,22.0,0.0,Product-Based (Mixed Inventory),11.9,Ultra-Simple,"Shipping & Handling, RMA, Freight-Parts",21-50 (Standard)
ebproducts,50,0.0,7.8,1.0,88.0,6.0,0.0,60.0,38.0,0.0,0.0,Service-Based,17.8,Ultra-Simple,"USPSXL, USPSXXL, USPSL",21-50 (Standard)
isavela,50,0.7,17.4,1.8,96.0,0.0,18.0,2.0,0.0,0.0,0.0,Product-Based (Mixed Inventory),25.8,Simple,"INVOICE ITEMS:SHIPPING:USPS:USPS PRIORITY MAIL, INVOICE ITEMS:SHIPPING:UPS:UPS GROUND, INVOICE ITEMS:SHIPPING:UPS:SH 2ND DAY AIR",21-50 (Standard)
customequipmentcompanyinc,50,0.86,19.0,1.8,22.0,0.0,64.0,38.0,14.0,42.0,2.0,Hybrid (Mixed),22.6,Simple,"Freight, Surcharge:CC Processing, WireFence",21-50 (Standard)
aquamatic,50,1.32,28.3,3.2,24.0,4.0,62.0,2.0,2.0,18.0,2.0,Product-Based (Mixed Inventory),26.1,Simple,"Sales:X7 Various Sales:OLD DNU P & H, Sales:X1 Product Install Sales:Parts Sales, Sales:X8 Freight Sales",21-50 (Standard)
lumax,50,0.14,13.7,1.2,62.0,8.0,0.0,4.0,74.0,4.0,2.0,Inventory-Based (Physical Products),15.0,Ultra-Simple,"Ship, DZP2, DZFM39B",21-50 (Standard)
parlights,50,0.88,11.6,1.1,56.0,2.0,76.0,12.0,20.0,60.0,0.0,NonInventory-Based (Digital/Services),29.9,Simple,"NT:***, AASale:Freight, NT:[]",21-50 (Standard)
psipressure,50,0.0,6.8,1.1,96.0,0.0,0.0,0.0,76.0,2.0,0.0,Inventory-Based (Physical Products),18.4,Ultra-Simple,"FREIGHT, RENTAL, PARTS",21-50 (Standard)
microdairydesigns,50,0.0,13.8,2.8,54.0,16.0,0.0,12.0,58.0,0.0,0.0,Product-Based (Mixed Inventory),13.7,Ultra-Simple,"9 Shipping, Y Subtotal, Y Cash Discount",21-50 (Standard)
