Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Reason_Clean,Category
stufff,,My schedule didn’t allow time to explore Method,1.1,0.0,My schedule didn’t allow time to explore Method,Uncategorized
topnotetonic,,Method was missing the following features,1.0,0.0,Method was missing the following features,Feature Gaps
kingswaygroupinc,,Method was missing the following features,1.3,0.0,Method was missing the following features,Feature Gaps
roofdancersinc,Other - please specify,Requested via automated Payment is Required email,1.5,0.0,Requested via automated Payment is Required email,UX/UI Issues
thedistrictcompany,,My schedule didn’t allow time to explore Method,1.5,0.0,My schedule didn’t allow time to explore Method,Uncategorized
fullingmgmt1,Other - please specify,"Requested via email, was unable to find the cancel account option in-app",1.5,0.0,"Requested via email, was unable to find the cancel account option in-app",Feature Gaps
vantageid,,I experienced technical issues with Method ,0.1,0.0,I experienced technical issues with Method,Performance Issues
pumpsystemsnc,Other - please specify,"This is a great product but we do not have the tech savvy sales team to utilize it at this time.""""",1.2,0.0,"This is a great product but we do not have the tech savvy sales team to utilize it at this time.""""",Uncategorized
hairmaidenindia,Other - please specify,"Methods prices ended up being too high can you please cancel my account..""""",0.1,0.0,"Methods prices ended up being too high can you please cancel my account..""""",Price/Value
winecellarsolutions,,Method was difficult to use and learn,1.1,0.0,Method was difficult to use and learn,Too Complex/Clunky
monkeywrenchpro,Other - please specify,"This software seems aimed only at the traditional sales path of leads and follow up, but we run a more retail-based industry with regular customers and walk-ins. We aren't looking to track leads because we so rarely get them. The other advantages of the program aren't worth the money. ",1.2,0.0,"This software seems aimed only at the traditional sales path of leads and follow up, but we run a more retail-based industry with regular customers and walk-ins. We aren't looking to track leads because we so rarely get them. The other advantages of the program aren't worth the money.",Uncategorized
kwcc,,Method was missing the following features,1.1,0.0,Method was missing the following features,Feature Gaps
axiomind,Other - please specify,Internal changes in their company. Will re-evaluate Method again once the new Sales Manager settles in her new position.,1.1,0.0,Internal changes in their company. Will re-evaluate Method again once the new Sales Manager settles in her new position.,Uncategorized
haircouturedesigns1,,My schedule didn’t allow time to explore Method,1.9,0.0,My schedule didn’t allow time to explore Method,Uncategorized
sheeleyserviceinc,Other - please specify,"Field Service is not mobile friendly, looking for an alternative that is. Informed her it's being built for our New Version which is mobile friendly, but not available yet. Tried to win back by letting her know we can drop her to $25/month to access just the CRM, no luck.",0.0,0.0,"Field Service is not mobile friendly, looking for an alternative that is. Informed her it's being built for our New Version which is mobile friendly, but not available yet. Tried to win back by letting her know we can drop her to $25/month to access just the CRM, no luck.",UX/UI Issues
sovereigndistribution,,Method was missing the following features,0.7,0.0,Method was missing the following features,Feature Gaps
integratedfleetsolutions,,My schedule didn’t allow time to explore Method,1.1,0.0,My schedule didn’t allow time to explore Method,Uncategorized
BottlesbyUS1,Not using their Method Account,They do not want to use any CRM at the moment.,3.6,0.0,They do not want to use any CRM at the moment.,Uncategorized
TestCompanyLLC1,Not using their Method Account,They do not want to use any CRM at the moment.,3.6,0.0,They do not want to use any CRM at the moment.,Uncategorized
valleychemicalandsystemsllc,,My schedule didn’t allow time to explore Method,1.0,0.0,My schedule didn’t allow time to explore Method,Uncategorized
preventproducts1,Other - please specify,"Reply to subscription email: 
""No thank you,

Please remove from your mailing lists.

Garrett""",1.1,0.0,"Reply to subscription email: 
""No thank you,

Please remove from your mailing lists.

Garrett""",Uncategorized
rouxbrands1,,I experienced technical issues with Method ,0.2,0.0,I experienced technical issues with Method,Performance Issues
thunderammo,,Method was missing the following features,1.6,0.0,Method was missing the following features,Feature Gaps
mayajnyc,Other - please specify,mistakenly selected to sync with QBO when he needs to sync with QBD,0.0,0.0,mistakenly selected to sync with QBO when he needs to sync with QBD,Integration Issues
tamaraspsindustrial,,Method was missing the following features,1.6,0.0,Method was missing the following features,Feature Gaps
carlsonequipmentsoftware,,Method was missing the following features,1.8,0.0,Method was missing the following features,Feature Gaps
harpethriverbrands,Other - please specify,Spoke to Alana on the phone. Not ready to continue  with Method at this time.,1.7,0.0,Spoke to Alana on the phone. Not ready to continue  with Method at this time.,Uncategorized
bcfluidpowerofflorence,Other - please specify,Connected to the wrong QuickBooks Online account. A new account was created and connected to the correct QuickBooks Desktop file. The customer requested to cancel the online account.,0.0,,Connected to the wrong QuickBooks Online account. A new account was created and connected to the correct QuickBooks Desktop file. The customer requested to cancel the online account.,Integration Issues
